15875,15970,15997,15998,15997,145,49,30,37,58,15846,15986,15981,15991,16009,159,31,117,33,36,15850,15945,15992,15998,179,23,29,46,36,15782,16000,15980,15999,16015,146,35,14,121,65,15848,15941,16010,15983,15992,113,26,0,46,15917,15966,15992,16004,15997,136,30,47,26,72,15812,16021,15980,15980,15991,158,45,28,0,40,15861,15982,15977,15963,165,19,46,28,40,15853,15971,15999,16012,15970,159,30,18,39,24,15841,15997,15988,16007,15982,145,56,44,33,15853,15993,16000,16022,16005,154,32,29,50,30,15850,15976,16037,16004,15984,164,30,42,39,30,15853,15947,15983,15939,148,39,19,32,28,15922,15976,15983
15988,15952,145,50,0,40,16,15854,16006,15985,16015,16001,155,34,34,34,15848,16010,15999,16037,15982,168,18,30,34,40,15852,15985,15980,16018,15985,155,21,36,48,29,15844,15974,16003,15993,163,0,28,20,34,15849,15984,15991,15994,16068,159,26,51,29,40,15840,15989,15986,15992,15998,140,35,43,12,15837,15990,16000,15999,15992,144,28,35,44,16,15842,15984,15988,15985,15977,215,35,33,36,57,15854,15983,16007,15993,170,21,47,5,45,15850,16011,15973,15994,15995,158,35,38,19,35,15871,16003,15987,15977,16010,154,14,29,32,15823,15966,15968,15860,15992,161,29,0,87,18,15873,16061,16025,15996,16099,156
46,32,45,27,15862,15988,15980,15984,178,57,21,26,0,15846,15944,16006,15995,15999,81,4,29,21,31,15935,15982,16014,15997,16010,126,31,38,43,15841,15918,16005,15970,16010,127,40,38,16,42,15825,15976,16003,16050,16012,192,31,42,38,33,15839,15981,15999,16006,167,36,52,20,30,15844,15984,15990,16052,15919,159,26,44,26,34,15848,15971,15991,15988,16023,136,0,24,27,15844,15984,15996,16001,15993,167,35,32,24,46,15849,15980,15988,16005,15989,144,31,75,25,45,15845,16000,15997,15949,155,28,24,0,28,15844,15976,16008,15999,16094,159,26,29,21,41,15842,15988,15999,15979,15999,142,30,2,26
15831,16008,15992,15995,16034,159,41,38,32,117,15849,16005,16010,16015,15999,154,35,35,23,38,15845,15986,15991,16003,156,31,30,41,26,15856,15968,15967,16000,16006,148,34,31,28,35,15844,15982,16000,16011,15983,139,39,47,22,15810,15981,15991,16009,16004,155,29,40,41,26,15852,15973,15993,15991,15996,140,32,24,25,39,15846,15987,15983,16008,170,36,35,37,21,15858,16018,15996,16011,15986,152,31,45,39,70,15848,16054,15988,15984,16007,250,49,20,43,15729,15990,15972,16002,16005,148,29,0,38,36,15853,15976,16006,15959,15980,137,28,45,31,46,15837,15988,16090,15988,180,0,0,58,95,15845,15998,16012
15987,16034,181,0,20,24,22,15865,15992,15990,15997,16003,148,32,39,43,15850,15958,16004,15973,16000,121,53,0,11,25,15915,16016,15984,15993,16033,155,33,54,30,0,15850,15987,15976,16037,144,27,12,30,44,15851,15990,15992,15975,15990,135,30,0,31,32,15855,15997,15992,16005,16000,146,30,36,24,15828,16014,15997,16011,16010,134,38,17,40,37,15853,15979,16020,15984,16026,141,71,22,31,31,15789,15984,16127,15973,175,33,45,31,31,15849,15996,15986,15991,16008,149,0,47,31,32,15859,15958,15976,16003,15997,144,38,16,32,15848,15987,15996,16000,16001,166,49,25,33,35,15849,15973,16000,15995,15999,153
33,45,20,32,15787,15980,16019,15975,153,74,24,33,20,15849,15980,16024,16011,16011,151,27,30,42,32,15854,15996,16008,15995,16000,115,25,40,69,15856,15980,16000,16022,16014,146,51,20,42,46,15869,15973,16001,15998,16008,149,28,17,2,40,15751,15997,16003,16017,180,28,36,0,1,15869,15982,15997,16005,15997,154,38,40,42,36,15866,15981,15993,16016,16009,154,31,50,34,15853,15983,16033,15997,15982,104,7,43,30,32,15876,15972,16003,16007,16000,142,43,52,22,20,15925,15989,15866,16018,186,30,0,9,29,15851,15953,15990,16004,15992,137,34,20,87,5,15837,15986,15984,16007,15994,146,36,18,19
15863,15996,16008,15962,16007,241,24,35,24,35,15835,15967,16015,15998,15989,144,37,54,29,54,15842,15990,15988,15993,158,27,1,27,0,15863,15982,15990,16002,16026,159,25,33,31,46,15838,15983,15973,16012,15995,143,31,47,38,15846,15981,16051,16024,16012,131,46,27,41,28,15851,15987,15992,16001,16009,155,40,32,38,17,15801,16005,15990,16010,175,4,14,34,29,15852,15975,16009,16007,16012,156,23,27,29,33,15858,15997,15988,15995,16004,139,33,37,37,15838,15976,16005,15997,15985,156,34,20,49,28,15830,15981,16002,15994,15998,134,38,56,32,16,15869,15983,15997,15993,163,26,35,20,29,15845,15986,16015
16006,15990,151,41,26,29,42,15813,15986,15997,15996,15987,117,38,41,26,15843,16024,15990,16005,15999,148,18,63,60,33,15717,15999,15998,16010,15992,136,33,26,39,21,15849,15988,15990,15999,172,42,26,16,55,15842,15967,16002,15988,15998,148,37,62,34,26,15794,15985,16026,15962,16023,131,29,0,32,15840,15994,15983,16006,16009,160,30,0,44,31,15863,15978,15978,16003,16002,168,35,40,40,50,15827,15978,15986,15998,168,31,43,36,34,15844,15988,15997,16048,15976,152,51,34,33,0,15856,16000,16026,16005,15999,145,30,7,28,15864,15919,15977,16005,15717,114,91,20,4,28,15811,15638,16002,15988,16002,137
70,50,23,31,15637,16028,15989,16012,157,0,23,42,21,15846,15986,16005,15992,16005,170,32,18,17,34,15847,15956,16016,16000,15997,121,48,38,20,15837,16006,15989,16003,16003,172,43,35,32,33,15663,15990,15989,15996,15984,141,35,29,23,19,15858,15992,15988,15992,156,0,40,25,33,15849,15983,15990,15866,15991,153,33,43,53,30,15850,15982,16027,15988,15996,149,26,10,36,15836,15947,15995,15990,16006,133,25,32,36,33,15837,15992,15992,15988,16039,188,24,35,54,70,15842,15981,15988,15976,168,34,41,30,23,15846,15983,15992,15992,15999,158,20,31,88,31,15842,15983,15983,15961,16000,142,43,28,35
15843,15991,15996,16012,16010,158,24,26,25,28,15834,15994,15990,15997,16002,147,42,21,33,25,15883,15977,15984,16011,170,43,34,23,26,15852,15977,15971,16004,15990,142,35,45,21,88,15856,15988,15999,15998,16012,139,32,16,38,15870,15983,15939,15979,16006,130,26,42,30,43,15835,15995,15985,15995,15991,161,33,34,22,36,15854,15996,16044,16008,176,33,32,0,40,15850,16017,16185,15983,15974,116,33,34,31,37,15742,15985,16022,15992,16023,119,30,41,16,15846,15992,15992,15988,16030,141,26,36,34,40,15856,15979,16019,15975,15976,161,28,10,31,16,15848,15941,15986,15988,150,35,31,64,27,15865,15979,15984
